model_name,actual_aqi,predicted_aqi,error
Linear Regression (Baseline),172.0,144.08521642368228,-27.914783576317717
Linear Regression (Baseline),54.0,70.11079422284791,16.110794222847915
Linear Regression (Baseline),110.0,208.5682767403356,98.56827674033559
Linear Regression (Baseline),126.0,154.45114525838608,28.451145258386077
Linear Regression (Baseline),75.0,83.42479358338167,8.424793583381671
Linear Regression (Baseline),132.0,60.09468523342771,-71.90531476657229
Linear Regression (Baseline),315.0,250.0786911397038,-64.9213088602962
Linear Regression (Baseline),76.0,76.84513648469955,0.8451364846995517
Linear Regression (Baseline),265.0,438.6085132316956,173.6085132316956
Linear Regression (Baseline),111.0,113.48455736246814,2.484557362468138
Linear Regression (Baseline),126.0,152.50323083510222,26.503230835102215
Linear Regression (Baseline),306.0,240.05369125231263,-65.94630874768737
Linear Regression (Baseline),269.0,168.10770298212503,-100.89229701787497
Linear Regression (Baseline),86.0,120.92412715569668,34.92412715569668
Linear Regression (Baseline),230.0,194.51763219660984,-35.48236780339016
Linear Regression (Baseline),73.0,89.79495701908708,16.79495701908708
Linear Regression (Baseline),192.0,158.1035473747847,-33.89645262521529
Linear Regression (Baseline),64.0,76.44661892155136,12.446618921551362
Linear Regression (Baseline),230.0,177.6331105224699,-52.366889477530094
Linear Regression (Baseline),667.0,583.0910561779357,-83.90894382206432
Linear Regression (Baseline),138.0,127.95847028928428,-10.041529710715722
Linear Regression (Baseline),101.0,96.55521511134144,-4.44478488865856
Linear Regression (Baseline),347.0,335.15364226155896,-11.846357738441043
Linear Regression (Baseline),269.0,173.06764515986617,-95.93235484013383
Linear Regression (Baseline),95.0,72.26376116855755,-22.73623883144245
Linear Regression (Baseline),82.0,83.40686223481399,1.4068622348139854
Linear Regression (Baseline),86.0,94.15626164811026,8.15626164811026
Linear Regression (Baseline),169.0,172.12671441761748,3.126714417617478
Linear Regression (Baseline),318.0,263.4572358153041,-54.5427641846959
Linear Regression (Baseline),173.0,178.82294469197933,5.82294469197933
Linear Regression (Baseline),101.0,141.2895121755878,40.28951217558779
Linear Regression (Baseline),137.0,126.82790438396614,-10.172095616033857
Linear Regression (Baseline),535.0,313.9332238333228,-221.0667761666772
Linear Regression (Baseline),145.0,156.11657205810235,11.11657205810235
Linear Regression (Baseline),200.0,178.1697446366013,-21.83025536339869
Linear Regression (Baseline),235.0,174.64403901814939,-60.355960981850615
Linear Regression (Baseline),50.0,66.24310076463414,16.243100764634136
Linear Regression (Baseline),138.0,136.86239542843964,-1.1376045715603595
Linear Regression (Baseline),351.0,285.72168401034935,-65.27831598965065
Linear Regression (Baseline),102.0,142.40596306663542,40.40596306663542
Linear Regression (Baseline),71.0,127.41008503625335,56.41008503625335
Linear Regression (Baseline),98.0,135.5174539463817,37.51745394638169
Linear Regression (Baseline),42.0,67.30792609658498,25.30792609658498
Linear Regression (Baseline),117.0,106.13604363209085,-10.863956367909154
Linear Regression (Baseline),231.0,205.8944519352126,-25.1055480647874
Linear Regression (Baseline),66.0,58.5890679884508,-7.4109320115492
Linear Regression (Baseline),126.0,118.80826482394475,-7.191735176055246
Linear Regression (Baseline),134.0,111.11622083147019,-22.883779168529813
Linear Regression (Baseline),170.0,180.37884545720513,10.37884545720513
Linear Regression (Baseline),484.0,343.15416327146454,-140.84583672853546
Linear Regression (Baseline),158.0,137.41896784118939,-20.581032158810615
